********** Daily MYD08_D3.051 product **********
Selected Application: latlonplot 
Aerosol Optical Depth at 550 nm [unitless] (Optical_Depth_Land_And_Ocean_Mean)
Selected time period: 01Jan2012
Fill value:  -9999.0
User selected area:  (Lat: 90.0S - 90.0N) (Lon: 180.0W - 180.0E)
Actual output area:  (Lat: 89.5S - 89.5N) (Lon: 179.5W - 179.5E)
latitude     longitude      Optical_Depth_Land_And_Ocean_Mean
(degrees)    (degrees)      [unitless]
10.500     -116.500    -9.99900e+03
10.500     -115.500    -9.99900e+03
10.500     -114.500    -9.99900e+03
10.500     -113.500    -9.99900e+03
10.500     -112.500    -9.99900e+03
10.500     -111.500    -9.99900e+03
10.500     -110.500    -9.99900e+03
10.500     -109.500    -9.99900e+03
10.500     -108.500    -9.99900e+03
10.500     -107.500    -9.99900e+03
10.500     -106.500           0.227
10.500     -105.500    -9.99900e+03
10.500     -104.500    -9.99900e+03
10.500     -103.500    -9.99900e+03
10.500     -102.500           0.151
10.500     -101.500           0.162
10.500     -100.500           0.149
10.500      -99.500           0.156
10.500      -98.500           0.165
10.500      -97.500    -9.99900e+03
10.500      -96.500    -9.99900e+03
10.500      -95.500    -9.99900e+03
10.500      -94.500    -9.99900e+03
10.500      -93.500    -9.99900e+03
10.500      -92.500           0.073
10.500      -91.500           0.114
10.500      -90.500           0.108
10.500      -89.500           0.111
10.500      -88.500           0.106
10.500      -87.500           0.098
10.500      -86.500           0.107
10.500      -85.500           0.037
10.500      -84.500           0.144
10.500      -83.500    -9.99900e+03
10.500      -82.500           0.273
10.500      -81.500           0.261
10.500      -80.500    -9.99900e+03
10.500      -79.500    -9.99900e+03
10.500      -78.500    -9.99900e+03
10.500      -77.500           0.216
10.500      -76.500           0.180
10.500      -75.500           0.128
10.500      -74.500           0.083
10.500      -73.500           0.020
10.500      -72.500           0.055
10.500      -71.500           0.076
10.500      -70.500           0.042
10.500      -69.500           0.155
10.500      -68.500           0.153
10.500      -67.500           0.188
10.500      -66.500           0.242
10.500      -65.500           0.201
10.500      -64.500           0.182
10.500      -63.500           0.115
10.500      -62.500           0.165
10.500      -61.500           0.196
10.500      -60.500           0.194
10.500      -59.500           0.178
10.500      -58.500           0.160
10.500      -57.500           0.142
10.500      -56.500           0.141
10.500      -55.500    -9.99900e+03
10.500      -54.500    -9.99900e+03
10.500      -53.500           0.188
10.500      -52.500           0.217
10.500      -51.500           0.258
10.500      -50.500           0.236
10.500      -49.500           0.252
10.500      -48.500    -9.99900e+03
10.500      -47.500    -9.99900e+03
10.500      -46.500    -9.99900e+03
10.500      -45.500    -9.99900e+03
10.500      -44.500    -9.99900e+03
10.500      -43.500    -9.99900e+03
10.500      -42.500           0.408
10.500      -41.500           0.382
10.500      -40.500           0.361
10.500      -39.500           0.341
10.500      -38.500           0.298
10.500      -37.500           0.299
10.500      -36.500           0.285
10.500      -35.500           0.282
10.500      -34.500    -9.99900e+03
10.500      -33.500    -9.99900e+03
10.500      -32.500    -9.99900e+03
10.500      -31.500    -9.99900e+03
10.500      -30.500    -9.99900e+03
10.500      -29.500    -9.99900e+03
10.500      -28.500    -9.99900e+03
10.500      -27.500           0.383
10.500      -26.500    -9.99900e+03
10.500      -25.500    -9.99900e+03
10.500      -24.500    -9.99900e+03
10.500      -23.500    -9.99900e+03
10.500      -22.500    -9.99900e+03
10.500      -21.500    -9.99900e+03
10.500      -20.500    -9.99900e+03
10.500      -19.500    -9.99900e+03
10.500      -18.500           0.559
10.500      -17.500           0.551
10.500      -16.500           0.509
10.500      -15.500           0.526
10.500      -14.500           0.430
10.500      -13.500           0.230
10.500      -12.500           0.183
10.500      -11.500           0.209
10.500      -10.500           0.289
10.500       -9.500           0.194
10.500       -8.500           0.142
10.500       -7.500           0.167
10.500       -6.500    -9.99900e+03
10.500       -5.500    -9.99900e+03
10.500       -4.500           0.201
10.500       -3.500           0.231
10.500       -2.500           0.257
10.500       -1.500           0.315
10.500       -0.500           0.341
10.500        0.500           0.345
10.500        1.500           0.336
10.500        2.500           0.363
10.500        3.500           0.367
10.500        4.500           0.462
10.500        5.500           0.357
10.500        6.500           0.298
10.500        7.500           0.238
10.500        8.500    -9.99900e+03
10.500        9.500    -9.99900e+03
10.500       10.500    -9.99900e+03
10.500       11.500    -9.99900e+03
10.500       12.500    -9.99900e+03
10.500       13.500    -9.99900e+03
10.500       14.500    -9.99900e+03
10.500       15.500    -9.99900e+03
10.500       16.500           0.257
10.500       17.500    -9.99900e+03
10.500       18.500    -9.99900e+03
10.500       19.500    -9.99900e+03
10.500       20.500           0.188
10.500       21.500           0.165
10.500       22.500           0.152
10.500       23.500           0.173
10.500       24.500           0.202
10.500       25.500           0.225
10.500       26.500           0.276
10.500       27.500           0.296
10.500       28.500           0.257
10.500       29.500           0.271
10.500       30.500           0.196
10.500       31.500           0.212
10.500       32.500           0.214
10.500       33.500           0.182
10.500       34.500           0.150
10.500       35.500           0.149
10.500       36.500           0.033
10.500       37.500           0.037
10.500       38.500           0.116
10.500       39.500           0.114
10.500       40.500           0.103
10.500       41.500           0.121
10.500       42.500    -9.99900e+03
10.500       43.500    -9.99900e+03
10.500       44.500    -9.99900e+03
10.500       45.500           0.207
10.500       46.500           0.170
10.500       47.500           0.123
10.500       48.500           0.112
10.500       49.500           0.131
10.500       50.500           0.139
10.500       51.500    -9.99900e+03
10.500       52.500    -9.99900e+03
10.500       53.500    -9.99900e+03
10.500       54.500    -9.99900e+03
10.500       55.500           0.422
10.500       56.500           0.431
10.500       57.500           0.356
10.500       58.500           0.315
10.500       59.500           0.304
10.500       60.500           0.308
10.500       61.500           0.296
10.500       62.500           0.289
10.500       63.500           0.301
10.500       64.500           0.248
10.500       65.500           0.229
10.500       66.500           0.266
10.500       67.500    -9.99900e+03
10.500       68.500    -9.99900e+03
10.500       69.500    -9.99900e+03
10.500       70.500    -9.99900e+03
10.500       71.500           0.177
10.500       72.500           0.150
10.500       73.500    -9.99900e+03
10.500       74.500    -9.99900e+03
10.500       75.500           0.195
10.500       76.500           0.087
10.500       77.500           0.046
10.500       78.500           0.044
10.500       79.500           0.121
10.500       80.500           0.087
10.500       81.500           0.109
10.500       82.500           0.160
10.500       83.500           0.205
10.500       84.500           0.224
10.500       85.500           0.236
10.500       86.500           0.210
10.500       87.500           0.223
10.500       88.500    -9.99900e+03
10.500       89.500           0.142
10.500       90.500           0.154
10.500       91.500           0.190
10.500       92.500    -9.99900e+03
10.500       93.500    -9.99900e+03
10.500       94.500           0.165
10.500       95.500           0.122
10.500       96.500    -9.99900e+03
10.500       97.500    -9.99900e+03
10.500       98.500    -9.99900e+03
10.500       99.500    -9.99900e+03
10.500      100.500    -9.99900e+03
10.500      101.500    -9.99900e+03
10.500      102.500    -9.99900e+03
10.500      103.500           0.130
10.500      104.500           0.189
10.500      105.500    -9.99900e+03
10.500      106.500    -9.99900e+03
10.500      107.500           0.115
10.500      108.500           0.210
10.500      109.500           0.248
10.500      110.500           0.250
10.500      111.500           0.213
10.500      112.500           0.235
10.500      113.500           0.219
10.500      114.500    -9.99900e+03
10.500      115.500    -9.99900e+03
10.500      116.500    -9.99900e+03
10.500      117.500    -9.99900e+03
10.500      118.500    -9.99900e+03
10.500      119.500           0.061
10.500      120.500           0.077
10.500      121.500           0.094
10.500      122.500    -9.99900e+03
10.500      123.500    -9.99900e+03
10.500      124.500    -9.99900e+03
10.500      125.500    -9.99900e+03
10.500      126.500    -9.99900e+03
10.500      127.500    -9.99900e+03
10.500      128.500    -9.99900e+03
10.500      129.500    -9.99900e+03
10.500      130.500           0.158
10.500      131.500           0.177
10.500      132.500           0.193
10.500      133.500           0.203
10.500      134.500           0.213
10.500      135.500           0.199
10.500      136.500           0.202
10.500      137.500    -9.99900e+03
10.500      138.500           0.144
10.500      139.500    -9.99900e+03
10.500      140.500    -9.99900e+03
10.500      141.500    -9.99900e+03
10.500      142.500    -9.99900e+03
10.500      143.500    -9.99900e+03
10.500      144.500           0.173
10.500      145.500           0.129
10.500      146.500           0.122
10.500      147.500           0.112
10.500      148.500           0.125
10.500      149.500    -9.99900e+03
10.500      150.500    -9.99900e+03
10.500      151.500    -9.99900e+03
10.500      152.500    -9.99900e+03
10.500      153.500    -9.99900e+03
10.500      154.500           0.143
10.500      155.500           0.157
10.500      156.500           0.157
10.500      157.500           0.130
10.500      158.500           0.140
10.500      159.500           0.153
10.500      160.500           0.145
10.500      161.500           0.140
10.500      162.500           0.130
10.500      163.500           0.139
10.500      164.500           0.109
10.500      165.500    -9.99900e+03
10.500      166.500    -9.99900e+03
10.500      167.500    -9.99900e+03
10.500      168.500           0.138
10.500      169.500           0.191
10.500      170.500           0.143
10.500      171.500           0.229
10.500      172.500           0.181
10.500      173.500           0.137
10.500      174.500    -9.99900e+03
10.500      175.500    -9.99900e+03
10.500      176.500    -9.99900e+03
10.500      177.500    -9.99900e+03
10.500      178.500    -9.99900e+03
10.500      179.500           0.192
11.500     -179.500           0.241
11.500     -178.500           0.234
11.500     -177.500           0.180
11.500     -176.500           0.169
11.500     -175.500           0.182
11.500     -174.500           0.199
11.500     -173.500           0.155
11.500     -172.500           0.180
11.500     -171.500           0.161
11.500     -170.500           0.129
11.500     -169.500           0.138
11.500     -168.500    -9.99900e+03
11.500     -167.500    -9.99900e+03
11.500     -166.500    -9.99900e+03
11.500     -165.500    -9.99900e+03
11.500     -164.500    -9.99900e+03
11.500     -163.500    -9.99900e+03
11.500     -162.500    -9.99900e+03
11.500     -161.500    -9.99900e+03
11.500     -160.500    -9.99900e+03
11.500     -159.500    -9.99900e+03
11.500     -158.500    -9.99900e+03
11.500     -157.500    -9.99900e+03
11.500     -156.500    -9.99900e+03
11.500     -155.500    -9.99900e+03
11.500     -154.500    -9.99900e+03
11.500     -153.500    -9.99900e+03
11.500     -152.500           0.062
11.500     -151.500           0.082
11.500     -150.500           0.080
11.500     -149.500           0.092
11.500     -148.500           0.099
11.500     -147.500    -9.99900e+03
11.500     -146.500    -9.99900e+03
11.500     -145.500    -9.99900e+03
11.500     -144.500    -9.99900e+03
11.500     -143.500    -9.99900e+03
11.500     -142.500           0.159
11.500     -141.500           0.166
11.500     -140.500           0.151
11.500     -139.500           0.141
11.500     -138.500           0.144
11.500     -137.500           0.148
11.500     -136.500           0.174
11.500     -135.500           0.176
11.500     -134.500           0.170
11.500     -133.500           0.147
11.500     -132.500    -9.99900e+03
11.500     -131.500           0.163
11.500     -130.500    -9.99900e+03
11.500     -129.500    -9.99900e+03
11.500     -128.500    -9.99900e+03
11.500     -127.500    -9.99900e+03
11.500     -126.500    -9.99900e+03
11.500     -125.500    -9.99900e+03
11.500     -124.500    -9.99900e+03
11.500     -123.500    -9.99900e+03
11.500     -122.500    -9.99900e+03
11.500     -121.500    -9.99900e+03
11.500     -120.500    -9.99900e+03
11.500     -119.500    -9.99900e+03
11.500     -118.500    -9.99900e+03
11.500     -117.500    -9.99900e+03
11.500     -116.500    -9.99900e+03
11.500     -115.500    -9.99900e+03
11.500     -114.500    -9.99900e+03
11.500     -113.500    -9.99900e+03
11.500     -112.500    -9.99900e+03
11.500     -111.500    -9.99900e+03
11.500     -110.500    -9.99900e+03
11.500     -109.500    -9.99900e+03
11.500     -108.500    -9.99900e+03
11.500     -107.500    -9.99900e+03
11.500     -106.500    -9.99900e+03
11.500     -105.500    -9.99900e+03
11.500     -104.500    -9.99900e+03
11.500     -103.500           0.117
11.500     -102.500           0.122
11.500     -101.500           0.144
11.500     -100.500           0.166
11.500      -99.500           0.154
11.500      -98.500    -9.99900e+03
11.500      -97.500    -9.99900e+03
11.500      -96.500    -9.99900e+03
11.500      -95.500    -9.99900e+03
11.500      -94.500    -9.99900e+03
11.500      -93.500    -9.99900e+03
11.500      -92.500           0.127
11.500      -91.500           0.149
11.500      -90.500           0.096
11.500      -89.500           0.100
11.500      -88.500           0.104
11.500      -87.500           0.120
11.500      -86.500           0.149
11.500      -85.500           0.111
11.500      -84.500    -9.99900e+03
11.500      -83.500           0.297
11.500      -82.500           0.247
11.500      -81.500           0.229
11.500      -80.500    -9.99900e+03
11.500      -79.500    -9.99900e+03
11.500      -78.500           0.155
11.500      -77.500           0.172
11.500      -76.500           0.178
11.500      -75.500           0.171
11.500      -74.500           0.144
11.500      -73.500           0.017
11.500      -72.500           0.042
11.500      -71.500           0.112
11.500      -70.500           0.055
11.500      -69.500           0.074
11.500      -68.500           0.064
11.500      -67.500           0.193
11.500      -66.500           0.227
11.500      -65.500           0.220
11.500      -64.500           0.210
11.500      -63.500           0.206
11.500      -62.500           0.181
11.500      -61.500           0.184
11.500      -60.500           0.167
11.500      -59.500           0.173
11.500      -58.500           0.152
11.500      -57.500           0.137
11.500      -56.500    -9.99900e+03
11.500      -55.500    -9.99900e+03
11.500      -54.500    -9.99900e+03
11.500      -53.500           0.165
11.500      -52.500           0.169
11.500      -51.500           0.219
11.500      -50.500           0.217
11.500      -49.500           0.219
11.500      -48.500    -9.99900e+03
11.500      -47.500    -9.99900e+03
11.500      -46.500    -9.99900e+03
11.500      -45.500    -9.99900e+03
11.500      -44.500    -9.99900e+03
11.500      -43.500           0.384
11.500      -42.500           0.366
11.500      -41.500           0.336
11.500      -40.500           0.280
11.500      -39.500           0.285
11.500      -38.500           0.311
11.500      -37.500           0.299
11.500      -36.500           0.280
11.500      -35.500           0.308
11.500      -34.500           0.378
11.500      -33.500           0.374
11.500      -32.500    -9.99900e+03
11.500      -31.500    -9.99900e+03
11.500      -30.500    -9.99900e+03
11.500      -29.500    -9.99900e+03
11.500      -28.500    -9.99900e+03
11.500      -27.500    -9.99900e+03
11.500      -26.500    -9.99900e+03
11.500      -25.500    -9.99900e+03
11.500      -24.500    -9.99900e+03
11.500      -23.500    -9.99900e+03
11.500      -22.500    -9.99900e+03
11.500      -21.500    -9.99900e+03
11.500      -20.500    -9.99900e+03
11.500      -19.500    -9.99900e+03
11.500      -18.500           0.426
11.500      -17.500           0.380
11.500      -16.500           0.340
11.500      -15.500           0.323
11.500      -14.500           0.231
11.500      -13.500           0.247
11.500      -12.500           0.280
11.500      -11.500           0.251
11.500      -10.500           0.188
11.500       -9.500           0.168
11.500       -8.500           0.167
11.500       -7.500           0.171
11.500       -6.500    -9.99900e+03
11.500       -5.500    -9.99900e+03
11.500       -4.500           0.181
11.500       -3.500           0.169
11.500       -2.500           0.207
11.500       -1.500           0.298
11.500       -0.500           0.361
11.500        0.500           0.419
11.500        1.500           0.429
11.500        2.500           0.379
11.500        3.500           0.523
11.500        4.500           0.585
11.500        5.500           0.371
11.500        6.500           0.294
11.500        7.500           0.199
11.500        8.500    -9.99900e+03
11.500        9.500    -9.99900e+03
11.500       10.500    -9.99900e+03
11.500       11.500    -9.99900e+03
11.500       12.500    -9.99900e+03
11.500       13.500    -9.99900e+03
11.500       14.500           0.366
11.500       15.500           0.332
11.500       16.500           0.223
11.500       17.500           0.185
11.500       18.500    -9.99900e+03
11.500       19.500    -9.99900e+03
11.500       20.500           0.174
11.500       21.500           0.163
11.500       22.500           0.157
11.500       23.500           0.174
11.500       24.500           0.218
11.500       25.500    -9.99900e+03
11.500       26.500           0.336
11.500       27.500           0.325
11.500       28.500           0.353
11.500       29.500           0.312
11.500       30.500           0.313
11.500       31.500           0.252
11.500       32.500           0.329
11.500       33.500           0.202
11.500       34.500           0.167
11.500       35.500           0.139
11.500       36.500           0.059
11.500       37.500           0.061
11.500       38.500           0.110
11.500       39.500           0.096
11.500       40.500           0.109
11.500       41.500    -9.99900e+03
11.500       42.500    -9.99900e+03
11.500       43.500    -9.99900e+03
11.500       44.500    -9.99900e+03
11.500       45.500           0.285
11.500       46.500           0.263
11.500       47.500           0.247
11.500       48.500           0.221
11.500       49.500           0.136
11.500       50.500           0.140
11.500       51.500    -9.99900e+03
11.500       52.500    -9.99900e+03
11.500       53.500    -9.99900e+03
11.500       54.500    -9.99900e+03
11.500       55.500           0.417
11.500       56.500           0.308
11.500       57.500           0.328
11.500       58.500           0.323
11.500       59.500           0.310
11.500       60.500           0.309
11.500       61.500           0.383
11.500       62.500           0.361
11.500       63.500           0.294
11.500       64.500           0.247
11.500       65.500           0.235
11.500       66.500           0.277
11.500       67.500    -9.99900e+03
11.500       68.500    -9.99900e+03
11.500       69.500    -9.99900e+03
11.500       70.500           0.276
11.500       71.500    -9.99900e+03
11.500       72.500    -9.99900e+03
11.500       73.500    -9.99900e+03
11.500       74.500    -9.99900e+03
11.500       75.500           0.250
11.500       76.500           0.035
11.500       77.500           0.061
11.500       78.500           0.149
11.500       79.500           0.253
11.500       80.500           0.106
11.500       81.500           0.122
11.500       82.500           0.226
11.500       83.500           0.208
11.500       84.500           0.205
11.500       85.500           0.226
11.500       86.500           0.227
11.500       87.500           0.246
11.500       88.500           0.242
11.500       89.500           0.130
11.500       90.500           0.128
11.500       91.500           0.149
11.500       92.500    -9.99900e+03
11.500       93.500    -9.99900e+03
11.500       94.500           0.183
11.500       95.500           0.155
11.500       96.500           0.117
11.500       97.500    -9.99900e+03
11.500       98.500    -9.99900e+03
11.500       99.500           0.165
11.500      100.500    -9.99900e+03
11.500      101.500    -9.99900e+03
11.500      102.500           0.110
11.500      103.500           0.079
11.500      104.500           0.120
11.500      105.500    -9.99900e+03
11.500      106.500           0.085
11.500      107.500           0.064
11.500      108.500           0.184
11.500      109.500           0.252
11.500      110.500           0.249
11.500      111.500           0.240
11.500      112.500           0.276
11.500      113.500    -9.99900e+03
11.500      114.500           0.265
11.500      115.500    -9.99900e+03
11.500      116.500    -9.99900e+03
11.500      117.500    -9.99900e+03
11.500      118.500    -9.99900e+03
11.500      119.500           0.070
11.500      120.500           0.052
11.500      121.500           0.115
11.500      122.500           0.127
11.500      123.500    -9.99900e+03
11.500      124.500    -9.99900e+03
11.500      125.500    -9.99900e+03
11.500      126.500    -9.99900e+03
11.500      127.500    -9.99900e+03
11.500      128.500    -9.99900e+03
11.500      129.500           0.159
11.500      130.500           0.137
11.500      131.500           0.145
11.500      132.500           0.126
11.500      133.500           0.141
11.500      134.500           0.149
11.500      135.500           0.135
11.500      136.500           0.176
11.500      137.500           0.176
11.500      138.500    -9.99900e+03
11.500      139.500    -9.99900e+03
11.500      140.500    -9.99900e+03
11.500      141.500    -9.99900e+03
11.500      142.500    -9.99900e+03
11.500      143.500    -9.99900e+03
11.500      144.500           0.206
11.500      145.500           0.161
11.500      146.500           0.138
11.500      147.500           0.156
11.500      148.500           0.155
11.500      149.500    -9.99900e+03
11.500      150.500    -9.99900e+03
11.500      151.500    -9.99900e+03
11.500      152.500    -9.99900e+03
11.500      153.500    -9.99900e+03
11.500      154.500           0.135
11.500      155.500           0.131
11.500      156.500           0.139
11.500      157.500           0.120
11.500      158.500           0.132
11.500      159.500           0.144
11.500      160.500           0.156
11.500      161.500           0.136
11.500      162.500           0.161
11.500      163.500           0.148
11.500      164.500           0.111
11.500      165.500    -9.99900e+03
11.500      166.500    -9.99900e+03
11.500      167.500    -9.99900e+03
11.500      168.500           0.131
11.500      169.500           0.124
11.500      170.500           0.129
11.500      171.500           0.121
11.500      172.500           0.145
11.500      173.500    -9.99900e+03
11.500      174.500    -9.99900e+03
11.500      175.500    -9.99900e+03
11.500      176.500    -9.99900e+03
11.500      177.500    -9.99900e+03
11.500      178.500    -9.99900e+03
11.500      179.500           0.191
12.500     -179.500           0.191
12.500     -178.500           0.180
12.500     -177.500           0.156
12.500     -176.500           0.156
12.500     -175.500           0.165
12.500     -174.500           0.167
12.500     -173.500           0.152
12.500     -172.500           0.156
12.500     -171.500           0.131
12.500     -170.500           0.133
12.500     -169.500    -9.99900e+03
12.500     -168.500    -9.99900e+03
12.500     -167.500    -9.99900e+03
12.500     -166.500    -9.99900e+03
12.500     -165.500    -9.99900e+03
12.500     -164.500    -9.99900e+03
12.500     -163.500    -9.99900e+03
12.500     -162.500    -9.99900e+03
12.500     -161.500    -9.99900e+03
12.500     -160.500    -9.99900e+03
12.500     -159.500    -9.99900e+03
12.500     -158.500    -9.99900e+03
12.500     -157.500    -9.99900e+03
12.500     -156.500    -9.99900e+03
12.500     -155.500    -9.99900e+03
12.500     -154.500    -9.99900e+03
12.500     -153.500    -9.99900e+03
12.500     -152.500           0.055
12.500     -151.500           0.077
12.500     -150.500           0.089
12.500     -149.500           0.100
12.500     -148.500           0.088
12.500     -147.500    -9.99900e+03
12.500     -146.500    -9.99900e+03
12.500     -145.500    -9.99900e+03
12.500     -144.500    -9.99900e+03
12.500     -143.500    -9.99900e+03
12.500     -142.500           0.140
12.500     -141.500           0.142
12.500     -140.500           0.123
12.500     -139.500           0.125
12.500     -138.500           0.138
12.500     -137.500           0.141
12.500     -136.500           0.176
12.500     -135.500           0.155
12.500     -134.500           0.152
12.500     -133.500           0.129
12.500     -132.500           0.132
12.500     -131.500           0.147
12.500     -130.500    -9.99900e+03
12.500     -129.500    -9.99900e+03
12.500     -128.500    -9.99900e+03
12.500     -127.500    -9.99900e+03
12.500     -126.500    -9.99900e+03
12.500     -125.500    -9.99900e+03
12.500     -124.500    -9.99900e+03
12.500     -123.500    -9.99900e+03
12.500     -122.500    -9.99900e+03
12.500     -121.500    -9.99900e+03
12.500     -120.500    -9.99900e+03
12.500     -119.500    -9.99900e+03
12.500     -118.500    -9.99900e+03
12.500     -117.500    -9.99900e+03
12.500     -116.500    -9.99900e+03
12.500     -115.500    -9.99900e+03
12.500     -114.500    -9.99900e+03
12.500     -113.500    -9.99900e+03
12.500     -112.500    -9.99900e+03
12.500     -111.500    -9.99900e+03
12.500     -110.500           0.249
12.500     -109.500           0.186
12.500     -108.500           0.195
12.500     -107.500    -9.99900e+03
12.500     -106.500    -9.99900e+03
12.500     -105.500    -9.99900e+03
12.500     -104.500    -9.99900e+03
12.500     -103.500           0.124
12.500     -102.500           0.126
12.500     -101.500           0.130
12.500     -100.500           0.118
12.500      -99.500           0.117
12.500      -98.500    -9.99900e+03
12.500      -97.500    -9.99900e+03
12.500      -96.500    -9.99900e+03
12.500      -95.500    -9.99900e+03
12.500      -94.500    -9.99900e+03
12.500      -93.500           0.130
12.500      -92.500           0.105
12.500      -91.500           0.124
12.500      -90.500           0.092
12.500      -89.500           0.113
12.500      -88.500           0.147
12.500      -87.500           0.162
12.500      -86.500           0.105
12.500      -85.500    -9.99900e+03
12.500      -84.500    -9.99900e+03
12.500      -83.500    -9.99900e+03
12.500      -82.500           0.220
12.500      -81.500    -9.99900e+03
12.500      -80.500    -9.99900e+03
12.500      -79.500    -9.99900e+03
12.500      -78.500           0.196
12.500      -77.500           0.203
12.500      -76.500           0.211
12.500      -75.500           0.212
12.500      -74.500           0.204
12.500      -73.500    -9.99900e+03
12.500      -72.500           0.053
12.500      -71.500           0.097
12.500      -70.500    -9.99900e+03
12.500      -69.500           0.104
12.500      -68.500           0.185
12.500      -67.500           0.206
12.500      -66.500           0.216
12.500      -65.500           0.212
12.500      -64.500           0.185
12.500      -63.500           0.189
12.500      -62.500           0.155
12.500      -61.500           0.132
12.500      -60.500           0.130
12.500      -59.500           0.147
12.500      -58.500           0.164
12.500      -57.500           0.154
12.500      -56.500    -9.99900e+03
12.500      -55.500    -9.99900e+03
12.500      -54.500    -9.99900e+03
12.500      -53.500           0.156
12.500      -52.500           0.153
12.500      -51.500           0.193
12.500      -50.500           0.226
12.500      -49.500           0.218
12.500      -48.500    -9.99900e+03
12.500      -47.500    -9.99900e+03
12.500      -46.500    -9.99900e+03
12.500      -45.500    -9.99900e+03
12.500      -44.500    -9.99900e+03
12.500      -43.500           0.305
12.500      -42.500           0.331
12.500      -41.500           0.300
12.500      -40.500           0.276
12.500      -39.500           0.249
12.500      -38.500           0.266
12.500      -37.500           0.288
12.500      -36.500           0.327
12.500      -35.500           0.340
12.500      -34.500           0.340
12.500      -33.500    -9.99900e+03
12.500      -32.500    -9.99900e+03
12.500      -31.500    -9.99900e+03
12.500      -30.500    -9.99900e+03
12.500      -29.500    -9.99900e+03
12.500      -28.500    -9.99900e+03
12.500      -27.500    -9.99900e+03
12.500      -26.500    -9.99900e+03
12.500      -25.500    -9.99900e+03
12.500      -24.500    -9.99900e+03
12.500      -23.500    -9.99900e+03
12.500      -22.500    -9.99900e+03
12.500      -21.500    -9.99900e+03
12.500      -20.500    -9.99900e+03
12.500      -19.500    -9.99900e+03
12.500      -18.500           0.410
12.500      -17.500           0.347
12.500      -16.500           0.261
12.500      -15.500           0.200
12.500      -14.500           0.218
12.500      -13.500           0.260
12.500      -12.500           0.256
12.500      -11.500    -9.99900e+03
12.500      -10.500    -9.99900e+03
12.500       -9.500           0.180
12.500       -8.500    -9.99900e+03
12.500       -7.500    -9.99900e+03
12.500       -6.500    -9.99900e+03
12.500       -5.500    -9.99900e+03
12.500       -4.500           0.177
12.500       -3.500           0.170
12.500       -2.500           0.182
12.500       -1.500           0.240
12.500       -0.500           0.258
12.500        0.500           0.479
12.500        1.500           0.511
12.500        2.500           0.419
12.500        3.500           0.506
12.500        4.500           0.502
12.500        5.500           0.305
12.500        6.500    -9.99900e+03
12.500        7.500    -9.99900e+03
12.500        8.500    -9.99900e+03
12.500        9.500    -9.99900e+03
12.500       10.500    -9.99900e+03
12.500       11.500    -9.99900e+03
12.500       12.500    -9.99900e+03
12.500       13.500    -9.99900e+03
12.500       14.500    -9.99900e+03
12.500       15.500    -9.99900e+03
12.500       16.500    -9.99900e+03
12.500       17.500    -9.99900e+03
12.500       18.500    -9.99900e+03
12.500       19.500    -9.99900e+03
12.500       20.500           0.182
12.500       21.500           0.184
12.500       22.500           0.172
12.500       23.500           0.125
12.500       24.500           0.153
12.500       25.500    -9.99900e+03
12.500       26.500    -9.99900e+03
12.500       27.500    -9.99900e+03
12.500       28.500           0.329
12.500       29.500           0.316
12.500       30.500           0.391
12.500       31.500           0.339
12.500       32.500           0.336
12.500       33.500           0.215
12.500       34.500           0.229
12.500       35.500           0.163
12.500       36.500           0.092
12.500       37.500           0.104
12.500       38.500           0.099
12.500       39.500           0.103
12.500       40.500           0.079
12.500       41.500    -9.99900e+03
12.500       42.500    -9.99900e+03
12.500       43.500    -9.99900e+03
12.500       44.500           0.338
12.500       45.500           0.341
12.500       46.500           0.348
12.500       47.500           0.305
12.500       48.500           0.256
12.500       49.500           0.229
12.500       50.500    -9.99900e+03
12.500       51.500    -9.99900e+03
12.500       52.500    -9.99900e+03
12.500       53.500    -9.99900e+03
12.500       54.500    -9.99900e+03
12.500       55.500           0.290
12.500       56.500           0.270
12.500       57.500           0.272
12.500       58.500           0.328
12.500       59.500           0.345
12.500       60.500           0.327
12.500       61.500           0.346
12.500       62.500           0.364
12.500       63.500           0.321
12.500       64.500    -9.99900e+03
12.500       65.500           0.219
12.500       66.500    -9.99900e+03
12.500       67.500    -9.99900e+03
12.500       68.500    -9.99900e+03
12.500       69.500    -9.99900e+03
12.500       70.500           0.394
12.500       71.500    -9.99900e+03
12.500       72.500    -9.99900e+03
12.500       73.500    -9.99900e+03
12.500       74.500    -9.99900e+03
12.500       75.500           0.101
12.500       76.500           0.015
12.500       77.500           0.035
12.500       78.500           0.170
12.500       79.500           0.305
12.500       80.500           0.183
12.500       81.500    -9.99900e+03
12.500       82.500           0.157
12.500       83.500           0.160
12.500       84.500           0.177
12.500       85.500           0.177
12.500       86.500           0.207
12.500       87.500           0.236
12.500       88.500           0.209
12.500       89.500           0.136
12.500       90.500           0.124
12.500       91.500           0.154
12.500       92.500    -9.99900e+03
12.500       93.500    -9.99900e+03
12.500       94.500           0.182
12.500       95.500           0.133
12.500       96.500           0.110
12.500       97.500           0.098
12.500       98.500           0.142
12.500       99.500    -9.99900e+03
12.500      100.500    -9.99900e+03
12.500      101.500    -9.99900e+03
12.500      102.500           0.117
12.500      103.500           0.078
12.500      104.500           0.103
12.500      105.500           0.027
12.500      106.500           0.031
12.500      107.500           0.041
