********** Daily MYD08_D3.051 product **********
Selected Application: latlonplot 
Aerosol Optical Depth at 550 nm [unitless] (Optical_Depth_Land_And_Ocean_Mean)
Selected time period: 01Jan2012
Fill value:  -9999.0
User selected area:  (Lat: 90.0S - 90.0N) (Lon: 180.0W - 180.0E)
Actual output area:  (Lat: 89.5S - 89.5N) (Lon: 179.5W - 179.5E)
latitude     longitude      Optical_Depth_Land_And_Ocean_Mean
(degrees)    (degrees)      [unitless]
-33.500      161.500    -9.99900e+03
-33.500      162.500    -9.99900e+03
-33.500      163.500    -9.99900e+03
-33.500      164.500    -9.99900e+03
-33.500      165.500    -9.99900e+03
-33.500      166.500           0.085
-33.500      167.500           0.092
-33.500      168.500           0.085
-33.500      169.500           0.080
-33.500      170.500           0.091
-33.500      171.500           0.102
-33.500      172.500           0.098
-33.500      173.500           0.106
-33.500      174.500           0.096
-33.500      175.500           0.086
-33.500      176.500           0.073
-33.500      177.500           0.063
-33.500      178.500           0.116
-33.500      179.500    -9.99900e+03
-32.500     -179.500    -9.99900e+03
-32.500     -178.500    -9.99900e+03
-32.500     -177.500    -9.99900e+03
-32.500     -176.500    -9.99900e+03
-32.500     -175.500    -9.99900e+03
-32.500     -174.500    -9.99900e+03
-32.500     -173.500    -9.99900e+03
-32.500     -172.500    -9.99900e+03
-32.500     -171.500    -9.99900e+03
-32.500     -170.500    -9.99900e+03
-32.500     -169.500    -9.99900e+03
-32.500     -168.500    -9.99900e+03
-32.500     -167.500    -9.99900e+03
-32.500     -166.500    -9.99900e+03
-32.500     -165.500    -9.99900e+03
-32.500     -164.500           0.195
-32.500     -163.500           0.170
-32.500     -162.500           0.202
-32.500     -161.500    -9.99900e+03
-32.500     -160.500           0.165
-32.500     -159.500           0.101
-32.500     -158.500    -9.99900e+03
-32.500     -157.500    -9.99900e+03
-32.500     -156.500    -9.99900e+03
-32.500     -155.500    -9.99900e+03
-32.500     -154.500    -9.99900e+03
-32.500     -153.500    -9.99900e+03
-32.500     -152.500    -9.99900e+03
-32.500     -151.500    -9.99900e+03
-32.500     -150.500    -9.99900e+03
-32.500     -149.500    -9.99900e+03
-32.500     -148.500    -9.99900e+03
-32.500     -147.500    -9.99900e+03
-32.500     -146.500    -9.99900e+03
-32.500     -145.500    -9.99900e+03
-32.500     -144.500    -9.99900e+03
-32.500     -143.500    -9.99900e+03
-32.500     -142.500    -9.99900e+03
-32.500     -141.500    -9.99900e+03
-32.500     -140.500    -9.99900e+03
-32.500     -139.500    -9.99900e+03
-32.500     -138.500    -9.99900e+03
-32.500     -137.500    -9.99900e+03
-32.500     -136.500    -9.99900e+03
-32.500     -135.500    -9.99900e+03
-32.500     -134.500    -9.99900e+03
-32.500     -133.500    -9.99900e+03
-32.500     -132.500    -9.99900e+03
-32.500     -131.500    -9.99900e+03
-32.500     -130.500    -9.99900e+03
-32.500     -129.500    -9.99900e+03
-32.500     -128.500    -9.99900e+03
-32.500     -127.500           0.168
-32.500     -126.500           0.186
-32.500     -125.500           0.137
-32.500     -124.500           0.121
-32.500     -123.500           0.116
-32.500     -122.500           0.092
-32.500     -121.500           0.070
-32.500     -120.500           0.075
-32.500     -119.500           0.120
-32.500     -118.500           0.143
-32.500     -117.500           0.168
-32.500     -116.500           0.153
-32.500     -115.500    -9.99900e+03
-32.500     -114.500    -9.99900e+03
-32.500     -113.500    -9.99900e+03
-32.500     -112.500    -9.99900e+03
-32.500     -111.500    -9.99900e+03
-32.500     -110.500    -9.99900e+03
-32.500     -109.500    -9.99900e+03
-32.500     -108.500    -9.99900e+03
-32.500     -107.500    -9.99900e+03
-32.500     -106.500    -9.99900e+03
-32.500     -105.500    -9.99900e+03
-32.500     -104.500    -9.99900e+03
-32.500     -103.500    -9.99900e+03
-32.500     -102.500           0.253
-32.500     -101.500           0.118
-32.500     -100.500           0.053
-32.500      -99.500           0.062
-32.500      -98.500           0.050
-32.500      -97.500           0.057
-32.500      -96.500           0.054
-32.500      -95.500           0.042
-32.500      -94.500           0.054
-32.500      -93.500           0.069
-32.500      -92.500           0.089
-32.500      -91.500    -9.99900e+03
-32.500      -90.500    -9.99900e+03
-32.500      -89.500    -9.99900e+03
-32.500      -88.500    -9.99900e+03
-32.500      -87.500    -9.99900e+03
-32.500      -86.500    -9.99900e+03
-32.500      -85.500    -9.99900e+03
-32.500      -84.500    -9.99900e+03
-32.500      -83.500    -9.99900e+03
-32.500      -82.500    -9.99900e+03
-32.500      -81.500           0.085
-32.500      -80.500           0.062
-32.500      -79.500           0.055
-32.500      -78.500           0.074
-32.500      -77.500           0.126
-32.500      -76.500           0.205
-32.500      -75.500           0.204
-32.500      -74.500           0.167
-32.500      -73.500    -9.99900e+03
-32.500      -72.500    -9.99900e+03
-32.500      -71.500           0.243
-32.500      -70.500           0.234
-32.500      -69.500           0.172
-32.500      -68.500           0.187
-32.500      -67.500           0.149
-32.500      -66.500           0.100
-32.500      -65.500           0.067
-32.500      -64.500           0.057
-32.500      -63.500           0.067
-32.500      -62.500           0.000
-32.500      -61.500          -0.038
-32.500      -60.500           0.011
-32.500      -59.500          -0.033
-32.500      -58.500          -0.038
-32.500      -57.500          -0.043
-32.500      -56.500          -0.038
-32.500      -55.500          -0.031
-32.500      -54.500          -0.038
-32.500      -53.500           0.104
-32.500      -52.500           0.170
-32.500      -51.500           0.145
-32.500      -50.500           0.118
-32.500      -49.500           0.125
-32.500      -48.500           0.191
-32.500      -47.500    -9.99900e+03
-32.500      -46.500    -9.99900e+03
-32.500      -45.500    -9.99900e+03
-32.500      -44.500    -9.99900e+03
-32.500      -43.500    -9.99900e+03
-32.500      -42.500    -9.99900e+03
-32.500      -41.500    -9.99900e+03
-32.500      -40.500    -9.99900e+03
-32.500      -39.500    -9.99900e+03
-32.500      -38.500    -9.99900e+03
-32.500      -37.500    -9.99900e+03
-32.500      -36.500    -9.99900e+03
-32.500      -35.500    -9.99900e+03
-32.500      -34.500    -9.99900e+03
-32.500      -33.500    -9.99900e+03
-32.500      -32.500    -9.99900e+03
-32.500      -31.500           0.092
-32.500      -30.500           0.099
-32.500      -29.500           0.147
-32.500      -28.500    -9.99900e+03
-32.500      -27.500    -9.99900e+03
-32.500      -26.500    -9.99900e+03
-32.500      -25.500    -9.99900e+03
-32.500      -24.500           0.104
-32.500      -23.500           0.139
-32.500      -22.500           0.168
-32.500      -21.500    -9.99900e+03
-32.500      -20.500    -9.99900e+03
-32.500      -19.500    -9.99900e+03
-32.500      -18.500    -9.99900e+03
-32.500      -17.500    -9.99900e+03
-32.500      -16.500    -9.99900e+03
-32.500      -15.500    -9.99900e+03
-32.500      -14.500    -9.99900e+03
-32.500      -13.500    -9.99900e+03
-32.500      -12.500    -9.99900e+03
-32.500      -11.500    -9.99900e+03
-32.500      -10.500    -9.99900e+03
-32.500       -9.500    -9.99900e+03
-32.500       -8.500    -9.99900e+03
-32.500       -7.500    -9.99900e+03
-32.500       -6.500           0.037
-32.500       -5.500           0.049
-32.500       -4.500           0.057
-32.500       -3.500           0.069
-32.500       -2.500           0.073
-32.500       -1.500    -9.99900e+03
-32.500       -0.500    -9.99900e+03
-32.500        0.500    -9.99900e+03
-32.500        1.500    -9.99900e+03
-32.500        2.500    -9.99900e+03
-32.500        3.500           0.063
-32.500        4.500           0.083
-32.500        5.500           0.103
-32.500        6.500           0.085
-32.500        7.500    -9.99900e+03
-32.500        8.500    -9.99900e+03
-32.500        9.500    -9.99900e+03
-32.500       10.500    -9.99900e+03
-32.500       11.500    -9.99900e+03
-32.500       12.500    -9.99900e+03
-32.500       13.500    -9.99900e+03
-32.500       14.500    -9.99900e+03
-32.500       15.500    -9.99900e+03
-32.500       16.500    -9.99900e+03
-32.500       17.500           0.009
-32.500       18.500           0.015
-32.500       19.500          -0.015
-32.500       20.500           0.141
-32.500       21.500           0.143
-32.500       22.500           0.094
-32.500       23.500           0.045
-32.500       24.500           0.004
-32.500       25.500          -0.012
-32.500       26.500          -0.007
-32.500       27.500          -0.004
-32.500       28.500           0.003
-32.500       29.500           0.026
-32.500       30.500           0.145
-32.500       31.500           0.176
-32.500       32.500    -9.99900e+03
-32.500       33.500    -9.99900e+03
-32.500       34.500    -9.99900e+03
-32.500       35.500    -9.99900e+03
-32.500       36.500    -9.99900e+03
-32.500       37.500    -9.99900e+03
-32.500       38.500    -9.99900e+03
-32.500       39.500    -9.99900e+03
-32.500       40.500    -9.99900e+03
-32.500       41.500    -9.99900e+03
-32.500       42.500           0.008
-32.500       43.500           0.015
-32.500       44.500           0.037
-32.500       45.500           0.045
-32.500       46.500           0.052
-32.500       47.500           0.061
-32.500       48.500           0.114
-32.500       49.500           0.141
-32.500       50.500    -9.99900e+03
-32.500       51.500    -9.99900e+03
-32.500       52.500    -9.99900e+03
-32.500       53.500    -9.99900e+03
-32.500       54.500           0.180
-32.500       55.500           0.125
-32.500       56.500           0.098
-32.500       57.500    -9.99900e+03
-32.500       58.500    -9.99900e+03
-32.500       59.500    -9.99900e+03
-32.500       60.500    -9.99900e+03
-32.500       61.500    -9.99900e+03
-32.500       62.500    -9.99900e+03
-32.500       63.500    -9.99900e+03
-32.500       64.500    -9.99900e+03
-32.500       65.500    -9.99900e+03
-32.500       66.500    -9.99900e+03
-32.500       67.500           0.139
-32.500       68.500           0.101
-32.500       69.500           0.106
-32.500       70.500           0.130
-32.500       71.500           0.144
-32.500       72.500           0.106
-32.500       73.500           0.076
-32.500       74.500           0.061
-32.500       75.500           0.117
-32.500       76.500           0.102
-32.500       77.500           0.072
-32.500       78.500           0.131
-32.500       79.500           0.112
-32.500       80.500           0.222
-32.500       81.500    -9.99900e+03
-32.500       82.500    -9.99900e+03
-32.500       83.500    -9.99900e+03
-32.500       84.500    -9.99900e+03
-32.500       85.500    -9.99900e+03
-32.500       86.500    -9.99900e+03
-32.500       87.500    -9.99900e+03
-32.500       88.500    -9.99900e+03
-32.500       89.500    -9.99900e+03
-32.500       90.500    -9.99900e+03
-32.500       91.500           0.000
-32.500       92.500           0.039
-32.500       93.500           0.063
-32.500       94.500           0.078
-32.500       95.500           0.086
-32.500       96.500           0.081
-32.500       97.500           0.080
-32.500       98.500           0.072
-32.500       99.500           0.043
-32.500      100.500           0.038
-32.500      101.500           0.029
-32.500      102.500           0.071
-32.500      103.500           0.082
-32.500      104.500    -9.99900e+03
-32.500      105.500    -9.99900e+03
-32.500      106.500    -9.99900e+03
-32.500      107.500    -9.99900e+03
-32.500      108.500    -9.99900e+03
-32.500      109.500    -9.99900e+03
-32.500      110.500    -9.99900e+03
-32.500      111.500    -9.99900e+03
-32.500      112.500    -9.99900e+03
-32.500      113.500    -9.99900e+03
-32.500      114.500    -9.99900e+03
-32.500      115.500    -9.99900e+03
-32.500      116.500    -9.99900e+03
-32.500      117.500    -9.99900e+03
-32.500      118.500    -9.99900e+03
-32.500      119.500    -9.99900e+03
-32.500      120.500    -9.99900e+03
-32.500      121.500    -9.99900e+03
-32.500      122.500    -9.99900e+03
-32.500      123.500    -9.99900e+03
-32.500      124.500    -9.99900e+03
-32.500      125.500    -9.99900e+03
-32.500      126.500    -9.99900e+03
-32.500      127.500    -9.99900e+03
-32.500      128.500    -9.99900e+03
-32.500      129.500    -9.99900e+03
-32.500      130.500           0.212
-32.500      131.500    -9.99900e+03
-32.500      132.500    -9.99900e+03
-32.500      133.500    -9.99900e+03
-32.500      134.500           0.002
-32.500      135.500          -0.037
-32.500      136.500          -0.040
-32.500      137.500          -0.014
-32.500      138.500          -0.008
-32.500      139.500           0.051
-32.500      140.500          -0.028
-32.500      141.500    -9.99900e+03
-32.500      142.500    -9.99900e+03
-32.500      143.500    -9.99900e+03
-32.500      144.500    -9.99900e+03
-32.500      145.500    -9.99900e+03
-32.500      146.500          -0.050
-32.500      147.500          -0.004
-32.500      148.500           0.031
-32.500      149.500           0.045
-32.500      150.500           0.014
-32.500      151.500          -0.021
-32.500      152.500           0.030
-32.500      153.500           0.055
-32.500      154.500           0.039
-32.500      155.500           0.025
-32.500      156.500    -9.99900e+03
-32.500      157.500    -9.99900e+03
-32.500      158.500    -9.99900e+03
-32.500      159.500    -9.99900e+03
-32.500      160.500    -9.99900e+03
-32.500      161.500    -9.99900e+03
-32.500      162.500    -9.99900e+03
-32.500      163.500    -9.99900e+03
-32.500      164.500    -9.99900e+03
-32.500      165.500    -9.99900e+03
-32.500      166.500           0.113
-32.500      167.500           0.107
-32.500      168.500           0.104
-32.500      169.500           0.111
-32.500      170.500           0.113
-32.500      171.500           0.102
-32.500      172.500           0.109
-32.500      173.500           0.087
-32.500      174.500           0.065
-32.500      175.500           0.080
-32.500      176.500           0.066
-32.500      177.500           0.057
-32.500      178.500    -9.99900e+03
-32.500      179.500    -9.99900e+03
-31.500     -179.500    -9.99900e+03
-31.500     -178.500    -9.99900e+03
-31.500     -177.500    -9.99900e+03
-31.500     -176.500    -9.99900e+03
-31.500     -175.500    -9.99900e+03
-31.500     -174.500    -9.99900e+03
-31.500     -173.500    -9.99900e+03
-31.500     -172.500    -9.99900e+03
-31.500     -171.500    -9.99900e+03
-31.500     -170.500    -9.99900e+03
-31.500     -169.500    -9.99900e+03
-31.500     -168.500           0.296
-31.500     -167.500    -9.99900e+03
-31.500     -166.500    -9.99900e+03
-31.500     -165.500    -9.99900e+03
-31.500     -164.500    -9.99900e+03
-31.500     -163.500    -9.99900e+03
-31.500     -162.500    -9.99900e+03
-31.500     -161.500    -9.99900e+03
-31.500     -160.500           0.168
-31.500     -159.500    -9.99900e+03
-31.500     -158.500           0.098
-31.500     -157.500    -9.99900e+03
-31.500     -156.500    -9.99900e+03
-31.500     -155.500    -9.99900e+03
-31.500     -154.500    -9.99900e+03
-31.500     -153.500    -9.99900e+03
-31.500     -152.500    -9.99900e+03
-31.500     -151.500    -9.99900e+03
-31.500     -150.500    -9.99900e+03
-31.500     -149.500    -9.99900e+03
-31.500     -148.500    -9.99900e+03
-31.500     -147.500    -9.99900e+03
-31.500     -146.500    -9.99900e+03
-31.500     -145.500    -9.99900e+03
-31.500     -144.500    -9.99900e+03
-31.500     -143.500    -9.99900e+03
-31.500     -142.500    -9.99900e+03
-31.500     -141.500    -9.99900e+03
-31.500     -140.500    -9.99900e+03
-31.500     -139.500    -9.99900e+03
-31.500     -138.500    -9.99900e+03
-31.500     -137.500    -9.99900e+03
-31.500     -136.500    -9.99900e+03
-31.500     -135.500    -9.99900e+03
-31.500     -134.500    -9.99900e+03
-31.500     -133.500    -9.99900e+03
-31.500     -132.500    -9.99900e+03
-31.500     -131.500    -9.99900e+03
-31.500     -130.500           0.130
-31.500     -129.500           0.108
-31.500     -128.500           0.102
-31.500     -127.500           0.097
-31.500     -126.500           0.084
-31.500     -125.500           0.098
-31.500     -124.500           0.147
-31.500     -123.500           0.122
-31.500     -122.500           0.090
-31.500     -121.500           0.100
-31.500     -120.500           0.085
-31.500     -119.500           0.108
-31.500     -118.500           0.163
-31.500     -117.500           0.138
-31.500     -116.500    -9.99900e+03
-31.500     -115.500    -9.99900e+03
-31.500     -114.500    -9.99900e+03
-31.500     -113.500    -9.99900e+03
-31.500     -112.500    -9.99900e+03
-31.500     -111.500    -9.99900e+03
-31.500     -110.500    -9.99900e+03
-31.500     -109.500    -9.99900e+03
-31.500     -108.500    -9.99900e+03
-31.500     -107.500    -9.99900e+03
-31.500     -106.500    -9.99900e+03
-31.500     -105.500           0.276
-31.500     -104.500           0.199
-31.500     -103.500           0.239
-31.500     -102.500           0.125
-31.500     -101.500           0.069
-31.500     -100.500           0.042
-31.500      -99.500           0.047
-31.500      -98.500           0.064
-31.500      -97.500           0.100
-31.500      -96.500           0.080
-31.500      -95.500           0.062
-31.500      -94.500           0.077
-31.500      -93.500    -9.99900e+03
-31.500      -92.500           0.301
-31.500      -91.500    -9.99900e+03
-31.500      -90.500    -9.99900e+03
-31.500      -89.500    -9.99900e+03
-31.500      -88.500    -9.99900e+03
-31.500      -87.500    -9.99900e+03
-31.500      -86.500    -9.99900e+03
-31.500      -85.500    -9.99900e+03
-31.500      -84.500    -9.99900e+03
-31.500      -83.500    -9.99900e+03
-31.500      -82.500    -9.99900e+03
-31.500      -81.500           0.080
-31.500      -80.500           0.078
-31.500      -79.500           0.071
-31.500      -78.500           0.113
-31.500      -77.500    -9.99900e+03
-31.500      -76.500    -9.99900e+03
-31.500      -75.500    -9.99900e+03
-31.500      -74.500    -9.99900e+03
-31.500      -73.500    -9.99900e+03
-31.500      -72.500    -9.99900e+03
-31.500      -71.500           0.139
-31.500      -70.500    -9.99900e+03
-31.500      -69.500           0.171
-31.500      -68.500           0.192
-31.500      -67.500           0.201
-31.500      -66.500           0.090
-31.500      -65.500           0.066
-31.500      -64.500           0.070
-31.500      -63.500           0.080
-31.500      -62.500           0.054
-31.500      -61.500          -0.022
-31.500      -60.500          -0.017
-31.500      -59.500          -0.038
-31.500      -58.500          -0.027
-31.500      -57.500          -0.002
-31.500      -56.500           0.181
-31.500      -55.500           0.112
-31.500      -54.500           0.073
-31.500      -53.500    -9.99900e+03
-31.500      -52.500    -9.99900e+03
-31.500      -51.500           0.204
-31.500      -50.500           0.157
-31.500      -49.500           0.231
-31.500      -48.500           0.249
-31.500      -47.500    -9.99900e+03
-31.500      -46.500    -9.99900e+03
-31.500      -45.500    -9.99900e+03
-31.500      -44.500    -9.99900e+03
-31.500      -43.500    -9.99900e+03
-31.500      -42.500    -9.99900e+03
-31.500      -41.500    -9.99900e+03
-31.500      -40.500    -9.99900e+03
-31.500      -39.500    -9.99900e+03
-31.500      -38.500    -9.99900e+03
-31.500      -37.500    -9.99900e+03
-31.500      -36.500    -9.99900e+03
-31.500      -35.500    -9.99900e+03
-31.500      -34.500    -9.99900e+03
-31.500      -33.500    -9.99900e+03
-31.500      -32.500    -9.99900e+03
-31.500      -31.500           0.181
-31.500      -30.500           0.147
-31.500      -29.500           0.131
-31.500      -28.500           0.124
-31.500      -27.500           0.137
-31.500      -26.500           0.176
-31.500      -25.500           0.124
-31.500      -24.500           0.088
-31.500      -23.500           0.108
-31.500      -22.500           0.117
-31.500      -21.500           0.170
-31.500      -20.500    -9.99900e+03
-31.500      -19.500    -9.99900e+03
-31.500      -18.500           0.189
-31.500      -17.500    -9.99900e+03
-31.500      -16.500    -9.99900e+03
-31.500      -15.500    -9.99900e+03
-31.500      -14.500    -9.99900e+03
-31.500      -13.500    -9.99900e+03
-31.500      -12.500    -9.99900e+03
-31.500      -11.500    -9.99900e+03
-31.500      -10.500    -9.99900e+03
-31.500       -9.500    -9.99900e+03
-31.500       -8.500    -9.99900e+03
-31.500       -7.500           0.000
-31.500       -6.500           0.002
-31.500       -5.500           0.015
-31.500       -4.500           0.032
-31.500       -3.500           0.043
-31.500       -2.500           0.056
-31.500       -1.500           0.061
-31.500       -0.500           0.064
-31.500        0.500           0.062
-31.500        1.500           0.074
-31.500        2.500           0.065
-31.500        3.500           0.056
-31.500        4.500           0.051
-31.500        5.500           0.048
-31.500        6.500           0.034
-31.500        7.500    -9.99900e+03
-31.500        8.500    -9.99900e+03
-31.500        9.500    -9.99900e+03
-31.500       10.500    -9.99900e+03
-31.500       11.500    -9.99900e+03
-31.500       12.500    -9.99900e+03
-31.500       13.500    -9.99900e+03
-31.500       14.500    -9.99900e+03
-31.500       15.500    -9.99900e+03
-31.500       16.500    -9.99900e+03
-31.500       17.500           0.002
-31.500       18.500           0.036
-31.500       19.500           0.118
-31.500       20.500    -9.99900e+03
-31.500       21.500           0.091
-31.500       22.500           0.095
-31.500       23.500           0.086
-31.500       24.500           0.019
-31.500       25.500           0.003
-31.500       26.500           0.002
-31.500       27.500          -0.008
-31.500       28.500          -0.004
-31.500       29.500           0.024
-31.500       30.500           0.116
-31.500       31.500           0.164
-31.500       32.500    -9.99900e+03
-31.500       33.500    -9.99900e+03
-31.500       34.500    -9.99900e+03
-31.500       35.500    -9.99900e+03
-31.500       36.500    -9.99900e+03
-31.500       37.500    -9.99900e+03
-31.500       38.500    -9.99900e+03
-31.500       39.500    -9.99900e+03
-31.500       40.500    -9.99900e+03
-31.500       41.500    -9.99900e+03
-31.500       42.500           0.046
-31.500       43.500           0.063
-31.500       44.500           0.059
-31.500       45.500           0.074
-31.500       46.500           0.091
-31.500       47.500           0.128
-31.500       48.500    -9.99900e+03
-31.500       49.500           0.205
-31.500       50.500           0.212
-31.500       51.500    -9.99900e+03
-31.500       52.500    -9.99900e+03
-31.500       53.500           0.172
-31.500       54.500           0.084
-31.500       55.500           0.114
-31.500       56.500           0.064
-31.500       57.500    -9.99900e+03
-31.500       58.500    -9.99900e+03
-31.500       59.500    -9.99900e+03
-31.500       60.500    -9.99900e+03
-31.500       61.500    -9.99900e+03
-31.500       62.500    -9.99900e+03
-31.500       63.500    -9.99900e+03
-31.500       64.500    -9.99900e+03
-31.500       65.500    -9.99900e+03
-31.500       66.500    -9.99900e+03
-31.500       67.500           0.097
-31.500       68.500           0.094
-31.500       69.500           0.109
-31.500       70.500           0.122
-31.500       71.500           0.127
-31.500       72.500           0.095
-31.500       73.500           0.068
-31.500       74.500           0.071
-31.500       75.500           0.103
-31.500       76.500           0.084
-31.500       77.500           0.057
-31.500       78.500           0.077
-31.500       79.500           0.087
-31.500       80.500           0.135
-31.500       81.500    -9.99900e+03
-31.500       82.500    -9.99900e+03
-31.500       83.500    -9.99900e+03
-31.500       84.500    -9.99900e+03
-31.500       85.500    -9.99900e+03
-31.500       86.500    -9.99900e+03
-31.500       87.500    -9.99900e+03
-31.500       88.500    -9.99900e+03
-31.500       89.500    -9.99900e+03
-31.500       90.500    -9.99900e+03
-31.500       91.500           0.040
-31.500       92.500           0.058
-31.500       93.500           0.071
-31.500       94.500           0.064
-31.500       95.500           0.085
-31.500       96.500    -9.99900e+03
-31.500       97.500    -9.99900e+03
-31.500       98.500           0.089
-31.500       99.500           0.069
-31.500      100.500           0.091
-31.500      101.500           0.088
-31.500      102.500           0.108
-31.500      103.500           0.086
-31.500      104.500    -9.99900e+03
-31.500      105.500    -9.99900e+03
-31.500      106.500    -9.99900e+03
-31.500      107.500    -9.99900e+03
-31.500      108.500    -9.99900e+03
-31.500      109.500    -9.99900e+03
-31.500      110.500    -9.99900e+03
-31.500      111.500    -9.99900e+03
-31.500      112.500    -9.99900e+03
-31.500      113.500    -9.99900e+03
-31.500      114.500    -9.99900e+03
-31.500      115.500    -9.99900e+03
-31.500      116.500    -9.99900e+03
-31.500      117.500    -9.99900e+03
-31.500      118.500    -9.99900e+03
-31.500      119.500    -9.99900e+03
-31.500      120.500    -9.99900e+03
-31.500      121.500    -9.99900e+03
-31.500      122.500    -9.99900e+03
-31.500      123.500    -9.99900e+03
-31.500      124.500    -9.99900e+03
-31.500      125.500    -9.99900e+03
-31.500      126.500    -9.99900e+03
-31.500      127.500    -9.99900e+03
-31.500      128.500    -9.99900e+03
-31.500      129.500    -9.99900e+03
-31.500      130.500           0.090
-31.500      131.500           0.124
-31.500      132.500    -9.99900e+03
-31.500      133.500    -9.99900e+03
-31.500      134.500          -0.050
-31.500      135.500          -0.043
-31.500      136.500    -9.99900e+03
-31.500      137.500    -9.99900e+03
-31.500      138.500          -0.016
-31.500      139.500          -0.026
-31.500      140.500    -9.99900e+03
-31.500      141.500    -9.99900e+03
-31.500      142.500    -9.99900e+03
-31.500      143.500    -9.99900e+03
-31.500      144.500    -9.99900e+03
-31.500      145.500    -9.99900e+03
-31.500      146.500    -9.99900e+03
-31.500      147.500           0.014
-31.500      148.500           0.000
-31.500      149.500           0.002
-31.500      150.500          -0.007
-31.500      151.500          -0.005
-31.500      152.500           0.014
-31.500      153.500           0.062
-31.500      154.500           0.048
-31.500      155.500    -9.99900e+03
-31.500      156.500    -9.99900e+03
-31.500      157.500    -9.99900e+03
-31.500      158.500    -9.99900e+03
-31.500      159.500    -9.99900e+03
-31.500      160.500    -9.99900e+03
-31.500      161.500    -9.99900e+03
-31.500      162.500    -9.99900e+03
-31.500      163.500    -9.99900e+03
-31.500      164.500    -9.99900e+03
-31.500      165.500    -9.99900e+03
-31.500      166.500           0.103
-31.500      167.500           0.074
-31.500      168.500           0.084
-31.500      169.500           0.063
-31.500      170.500           0.070
-31.500      171.500           0.071
-31.500      172.500           0.075
-31.500      173.500           0.061
-31.500      174.500    -9.99900e+03
-31.500      175.500           0.101
-31.500      176.500           0.084
-31.500      177.500           0.051
-31.500      178.500    -9.99900e+03
-31.500      179.500    -9.99900e+03
-30.500     -179.500    -9.99900e+03
-30.500     -178.500    -9.99900e+03
-30.500     -177.500    -9.99900e+03
-30.500     -176.500    -9.99900e+03
-30.500     -175.500    -9.99900e+03
-30.500     -174.500    -9.99900e+03
-30.500     -173.500    -9.99900e+03
-30.500     -172.500    -9.99900e+03
-30.500     -171.500    -9.99900e+03
-30.500     -170.500    -9.99900e+03
-30.500     -169.500           0.161
-30.500     -168.500           0.262
-30.500     -167.500           0.262
-30.500     -166.500           0.197
-30.500     -165.500           0.318
-30.500     -164.500    -9.99900e+03
-30.500     -163.500           0.296
-30.500     -162.500    -9.99900e+03
-30.500     -161.500           0.182
-30.500     -160.500           0.149
-30.500     -159.500           0.148
-30.500     -158.500           0.099
-30.500     -157.500    -9.99900e+03
-30.500     -156.500    -9.99900e+03
-30.500     -155.500    -9.99900e+03
-30.500     -154.500    -9.99900e+03
-30.500     -153.500    -9.99900e+03
-30.500     -152.500    -9.99900e+03
-30.500     -151.500    -9.99900e+03
-30.500     -150.500    -9.99900e+03
-30.500     -149.500    -9.99900e+03
-30.500     -148.500    -9.99900e+03
-30.500     -147.500    -9.99900e+03
-30.500     -146.500    -9.99900e+03
-30.500     -145.500    -9.99900e+03
-30.500     -144.500    -9.99900e+03
-30.500     -143.500    -9.99900e+03
-30.500     -142.500    -9.99900e+03
-30.500     -141.500    -9.99900e+03
-30.500     -140.500    -9.99900e+03
-30.500     -139.500    -9.99900e+03
-30.500     -138.500    -9.99900e+03
-30.500     -137.500    -9.99900e+03
-30.500     -136.500    -9.99900e+03
-30.500     -135.500    -9.99900e+03
-30.500     -134.500    -9.99900e+03
-30.500     -133.500    -9.99900e+03
-30.500     -132.500    -9.99900e+03
-30.500     -131.500           0.065
-30.500     -130.500           0.077
-30.500     -129.500           0.068
-30.500     -128.500           0.073
-30.500     -127.500           0.089
-30.500     -126.500           0.096
-30.500     -125.500           0.103
-30.500     -124.500           0.175
-30.500     -123.500           0.139
-30.500     -122.500    -9.99900e+03
-30.500     -121.500    -9.99900e+03
-30.500     -120.500           0.115
-30.500     -119.500           0.141
-30.500     -118.500           0.150
-30.500     -117.500           0.200
-30.500     -116.500    -9.99900e+03
-30.500     -115.500    -9.99900e+03
-30.500     -114.500    -9.99900e+03
-30.500     -113.500    -9.99900e+03
-30.500     -112.500    -9.99900e+03
-30.500     -111.500    -9.99900e+03
-30.500     -110.500    -9.99900e+03
-30.500     -109.500    -9.99900e+03
-30.500     -108.500    -9.99900e+03
-30.500     -107.500    -9.99900e+03
-30.500     -106.500           0.242
-30.500     -105.500           0.175
-30.500     -104.500           0.203
-30.500     -103.500           0.126
-30.500     -102.500           0.080
-30.500     -101.500           0.056
-30.500     -100.500           0.044
-30.500      -99.500           0.044
-30.500      -98.500           0.064
-30.500      -97.500           0.108
-30.500      -96.500           0.106
-30.500      -95.500           0.063
-30.500      -94.500    -9.99900e+03
-30.500      -93.500    -9.99900e+03
-30.500      -92.500    -9.99900e+03
-30.500      -91.500    -9.99900e+03
-30.500      -90.500    -9.99900e+03
-30.500      -89.500    -9.99900e+03
-30.500      -88.500    -9.99900e+03
-30.500      -87.500    -9.99900e+03
-30.500      -86.500    -9.99900e+03
-30.500      -85.500    -9.99900e+03
-30.500      -84.500    -9.99900e+03
-30.500      -83.500    -9.99900e+03
-30.500      -82.500    -9.99900e+03
-30.500      -81.500    -9.99900e+03
